Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
TRANSFER,2,1,85.44,272.98,Shipping canceled,0,43,Camping & Hiking,Opelousas,EE. UU.,Judith,7630,Smith,Corporate,LA,3541 Foggy Way,70570.0,7,Fan Shop,30.67147255,-92.21757507,Europe,London,Reino Unido,7630,27.0,0.09,299.98,0.31,1,299.98,272.98,85.44,Northern Europe,Inglaterra,SUSPECTED_FRAUD,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
TRANSFER,5,4,23.99,95.96,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Kyle,10253,Smith,Consumer,PR,1023 Honey Grove,725.0,7,Fan Shop,18.21958351,-66.3706131,Europe,Grodno,Bielorrusia,10253,4.0,0.04,49.98,0.25,2,99.96,95.96,23.99,Eastern Europe,Grodno,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,3,4,94.04,195.92,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Cynthia,743,Smith,Home Office,PR,2668 Velvet Row,725.0,7,Fan Shop,18.2275734,-66.0435791,LATAM,Petapa,Guatemala,743,4.0,0.02,49.98,0.48,4,199.92,195.92,94.04,Central America,Guatemala,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
CASH,3,2,-153.02,208.77,Late delivery,1,17,Cleats,Caguas,Puerto Rico,William,5011,Berg,Consumer,PR,2387 Silver Freeway,725.0,4,Apparel,18.28800392,-66.37052155,Pacific Asia,Jeddah,Arabia Saudí,5011,31.19,0.13,59.99,-0.73,4,239.96,208.77,-153.02,West Asia,Meca,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,3,4,-307.18,191.99,Advance shipping,0,48,Water Sports,Trujillo Alto,Puerto Rico,Alan,5275,Smith,Consumer,PR,697 Little Meadow,976.0,7,Fan Shop,18.36678124,-66.02749634,LATAM,Registro,Brasil,5275,8.0,0.04,199.99,-1.6,1,199.99,191.99,-307.18,South America,São Paulo,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,5,4,22.44,254.97,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,7609,Smith,Consumer,PR,454 Cotton Island,725.0,3,Footwear,18.20378494,-66.37058258,Pacific Asia,Whangarei,Nueva Zelanda,7609,45.0,0.15,99.99,0.09,3,299.97,254.97,22.44,Oceania,Northland,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,2,2,131.09,284.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,1399,Smith,Consumer,PR,4543 Red Private,725.0,7,Fan Shop,18.22639656,-66.37057495,LATAM,Osorno,Chile,1399,15.0,0.05,299.98,0.46,1,299.98,284.98,131.09,South America,Los Lagos,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
DEBIT,3,4,-1.69,129.99,Advance shipping,0,18,Men's Footwear,Moline,EE. UU.,Mary,6865,Becker,Consumer,IL,7571 Tawny Gate Cape,61265.0,4,Apparel,41.49992752,-90.51541138,LATAM,Guayana,Venezuela,6865,0.0,0.0,129.99,-0.01,1,129.99,129.99,-1.69,South America,Bolívar,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,1,0,28.7,163.99,Late delivery,1,48,Water Sports,New York,EE. UU.,Thomas,1252,Medina,Consumer,NY,8663 Crystal Bluff Walk,10016.0,7,Fan Shop,40.74559021,-73.97927856,Pacific Asia,Torquay,Australia,1252,36.0,0.18,199.99,0.18,1,199.99,163.99,28.7,Oceania,Queensland,PENDING,Pelican Sunstream 100 Kayak,199.99,Same Day
DEBIT,6,4,-127.09,81.99,Late delivery,1,9,Cardio Equipment,Detroit,EE. UU.,Mary,7291,Smith,Corporate,MI,8617 Cinder Mountain Forest,48205.0,3,Footwear,42.42877197,-82.98252869,Europe,Harrow,Reino Unido,7291,18.0,0.18,99.99,-1.55,1,99.99,81.99,-127.09,Northern Europe,Inglaterra,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,2,1,24.35,59.39,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Sharon,5878,Smith,Consumer,PR,6317 Cinder River Centre,725.0,4,Apparel,18.24561501,-66.37056732,USCA,Philadelphia,Estados Unidos,5878,0.6,0.01,59.99,0.41,1,59.99,59.39,24.35,East of USA,Pensilvania,ON_HOLD,Perfect Fitness Perfect Rip Deck,59.99,First Class
TRANSFER,3,2,125.99,359.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Matthew,2804,Norman,Consumer,PR,8874 High Blossom View,725.0,7,Fan Shop,18.27165794,-66.37052155,Europe,London,Reino Unido,2804,40.0,0.1,399.98,0.35,1,399.98,359.98,125.99,Northern Europe,Inglaterra,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
TRANSFER,3,2,2.08,159.99,Late delivery,1,48,Water Sports,Carmichael,EE. UU.,Michael,7358,Simpson,Consumer,CA,7723 Lazy Mount,95608.0,7,Fan Shop,38.61899185,-121.3215637,LATAM,León,Nicaragua,7358,40.0,0.2,199.99,0.01,1,199.99,159.99,2.08,Central America,León,PENDING,Pelican Sunstream 100 Kayak,199.99,Second Class
PAYMENT,5,2,163.55,347.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Cynthia,1149,Harper,Consumer,PR,4896 Sleepy Leaf Court,725.0,7,Fan Shop,18.28394127,-66.37052918,Europe,Swansea,Reino Unido,1149,52.0,0.13,399.98,0.47,1,399.98,347.98,163.55,Northern Europe,Gales,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
DEBIT,4,2,-116.19,165.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Madison,1190,Smith,Corporate,PR,6179 Silver Alley,725.0,7,Fan Shop,18.27370834,-66.37050629,Pacific Asia,Adiyaman,Turquía,1190,34.0,0.17,199.99,-0.7,1,199.99,165.99,-116.19,West Asia,Adiyaman,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class
CASH,2,4,59.39,237.56,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Gerald,10220,Mason,Consumer,PR,8187 Wishing Lagoon Abbey,725.0,4,Apparel,18.22069168,-66.3705368,LATAM,Boa Esperança,Brasil,10220,2.4,0.01,59.99,0.25,4,239.96,237.56,59.39,South America,Minas Gerais,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,5,4,25.22,86.96,Late delivery,1,32,Golf Apparel,Caguas,Puerto Rico,Dorothy,4792,Montoya,Consumer,PR,7661 High Grove Rise,725.0,6,Outdoors,18.22699547,-66.37050629,USCA,Carrollton,Estados Unidos,4792,12.99,0.13,19.99,0.29,5,99.95,86.96,25.22,US Center ,Texas,COMPLETE,Top Flite Women's 2014 XL Hybrid,19.99,Standard Class
DEBIT,6,4,5.17,59.39,Late delivery,1,17,Cleats,Augusta,EE. UU.,Charles,8316,Smith,Home Office,GA,6547 Sunny Isle,30906.0,4,Apparel,33.4324379,-82.03875732,Pacific Asia,Mumbai,India,8316,0.6,0.01,59.99,0.09,1,59.99,59.39,5.17,South Asia,Maharashtra,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,5,2,51.98,159.94,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Robert,10965,Smith,Home Office,PR,2704 Colonial Barn Nook,725.0,7,Fan Shop,18.28598213,-66.37055206,Europe,Bordeaux,Francia,10965,39.98,0.2,49.98,0.33,4,199.92,159.94,51.98,Western Europe,Aquitania-Lemosín-Poitou-Charentes,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,4,4,57.91,128.69,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Zachary,5757,Smith,Consumer,PR,1984 Misty Rabbit Boulevard,725.0,4,Apparel,18.28026199,-66.37058258,Pacific Asia,Hanoi,Vietnam,5757,1.3,0.01,129.99,0.45,1,129.99,128.69,57.91,Southeast Asia,Th? Dô Hà N?i,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,3,4,-5.7,149.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Mary,4335,Smith,Consumer,PR,3567 Rocky Grove,725.0,7,Fan Shop,18.23160934,-66.37058258,Europe,Blackpool,Reino Unido,4335,50.0,0.25,199.99,-0.04,1,199.99,149.99,-5.7,Northern Europe,Inglaterra,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,2,93.42,257.35,Late delivery,1,37,Electronics,Littleton,EE. UU.,Catherine,1385,Smith,Corporate,CO,174 Hazy Pines,80126.0,6,Outdoors,39.522995,-104.9482193,Pacific Asia,Adana,Turquía,1385,2.6,0.01,51.99,0.36,5,259.95,257.35,93.42,West Asia,Adana,ON_HOLD,Titleist Pro V1x High Numbers Personalized Go,51.99,Second Class
PAYMENT,2,1,59.51,191.96,Late delivery,1,37,Electronics,Caguas,Puerto Rico,Shirley,5047,Whitehead,Corporate,PR,3627 Cozy Sky Trace,725.0,6,Outdoors,18.28946495,-66.37059021,LATAM,León,México,5047,47.99,0.2,47.99,0.31,5,239.95,191.96,59.51,Central America,Guanajuato,PENDING_PAYMENT,Titleist Pro V1x Golf Balls,47.99,First Class
DEBIT,0,0,8.31,31.98,Shipping on time,0,41,Trade-In,Lansdale,EE. UU.,Jack,10035,Griffith,Consumer,PA,4805 Lost Berry Forest,19446.0,6,Outdoors,40.24193192,-75.26664734,USCA,Houston,Estados Unidos,10035,0.0,0.0,15.99,0.26,2,31.98,31.98,8.31,US Center ,Texas,ON_HOLD,Glove It Urban Brick Golf Towel,15.99,Same Day
CASH,2,4,7.73,33.59,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Judy,9129,Arnold,Corporate,PR,3836 Stony Point,725.0,5,Golf,18.28789711,-66.37052918,USCA,Saint Louis,Estados Unidos,9129,6.4,0.16,39.99,0.23,1,39.99,33.59,7.73,US Center ,Misuri,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
TRANSFER,4,2,64.89,191.99,Late delivery,1,48,Water Sports,Kaneohe,EE. UU.,Mary,5558,Randall,Corporate,HI,8261 Lazy Lookout,96744.0,7,Fan Shop,21.41555023,-157.803894,Europe,Hagen,Alemania,5558,8.0,0.04,199.99,0.34,1,199.99,191.99,64.89,Western Europe,Renania del Norte-Westfalia,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Second Class
TRANSFER,0,0,-60.68,254.97,Shipping canceled,0,9,Cardio Equipment,Caguas,Puerto Rico,Lori,3235,Baker,Home Office,PR,2395 Misty Carrefour,725.0,3,Footwear,18.20403862,-66.37058258,Pacific Asia,Anqing,China,3235,45.0,0.15,99.99,-0.24,3,299.97,254.97,-60.68,Eastern Asia,Anhui,SUSPECTED_FRAUD,Nike Men's Free 5.0+ Running Shoe,99.99,Same Day
DEBIT,2,4,36.54,84.97,Advance shipping,0,46,Indoor/Outdoor Games,Toms River,EE. UU.,Mary,2877,Ramirez,Home Office,NJ,2805 Silver Glade,8753.0,7,Fan Shop,39.95728302,-74.19393158,LATAM,Manzanillo,Cuba,2877,14.99,0.15,49.98,0.43,2,99.96,84.97,36.54,Caribbean,Granma,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
CASH,4,2,20.68,44.0,Late delivery,1,24,Women's Apparel,Santa Fe,EE. UU.,Doris,10049,Smith,Home Office,NM,6340 Quiet Turnabout,87505.0,5,Golf,35.6457634,-105.9217072,Africa,Cape Town,SudAfrica,10049,6.0,0.12,50.0,0.47,1,50.0,44.0,20.68,Southern Africa,Cabo Occidental,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
DEBIT,2,4,37.5,299.99,Advance shipping,0,45,Fishing,Reynoldsburg,EE. UU.,Mary,4686,Smith,Corporate,OH,4166 Iron Pioneer Byway,43068.0,7,Fan Shop,39.95420075,-82.8127594,Pacific Asia,Licheng,China,4686,100.0,0.25,399.98,0.13,1,399.98,299.99,37.5,Eastern Asia,Jiangsu,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,3,4,-52.5,299.99,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,Frank,2088,Rhodes,Home Office,PR,8547 Foggy Pines,725.0,7,Fan Shop,18.23809052,-66.37059784,Europe,Freiburg,Alemania,2088,100.0,0.25,399.98,-0.18,1,399.98,299.99,-52.5,Western Europe,Baden-Wurtemberg,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,5,4,17.01,226.76,Late delivery,1,17,Cleats,Long Beach,EE. UU.,Mary,9186,Austin,Home Office,CA,8842 Cotton Berry Mount,90813.0,4,Apparel,33.77841568,-118.1892853,USCA,Los Angeles,Estados Unidos,9186,13.2,0.06,59.99,0.08,4,239.96,226.76,17.01,West of USA ,California,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,1,45.48,90.96,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Sharon,7923,Rivera,Corporate,PR,7500 Crystal Beacon Way,725.0,7,Fan Shop,18.29081917,-66.37056732,USCA,Decatur,Estados Unidos,7923,9.0,0.09,49.98,0.5,2,99.96,90.96,45.48,South of  USA ,Alabama,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,First Class
PAYMENT,6,4,58.08,159.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Martha,2574,Ward,Consumer,PR,6025 Cotton Pond Farm,725.0,7,Fan Shop,18.26179504,-66.37055206,Africa,Kumasi,Ghana,2574,40.0,0.2,199.99,0.36,1,199.99,159.99,58.08,West Africa,Ashanti,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,4,4,30.23,143.98,Shipping on time,0,17,Cleats,Ontario,EE. UU.,Jonathan,6422,Richmond,Corporate,CA,3005 Bright Maze,91762.0,4,Apparel,34.06832504,-117.6557541,Pacific Asia,Bagdad,Irak,6422,35.99,0.2,59.99,0.21,3,179.97,143.98,30.23,West Asia,Bagdad,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,3,4,49.4,189.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Ronald,9272,Blackwell,Home Office,PR,9366 Silent Nectar Highway,725.0,7,Fan Shop,18.20666885,-66.37056732,Pacific Asia,Mandurah,Australia,9272,10.0,0.05,199.99,0.26,1,199.99,189.99,49.4,Oceania,Australia Occidental,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,5,4,16.12,37.49,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Gary,3907,Gomez,Corporate,PR,1055 Rustic Avenue,725.0,7,Fan Shop,18.27612877,-66.3705368,Pacific Asia,Kabul,Afganistán,3907,12.5,0.25,49.98,0.43,1,49.98,37.49,16.12,South Asia,Kabul,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,0,0,-25.75,120.89,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Ryan,205,Garcia,Corporate,PR,911 Lost Zephyr Vista,725.0,4,Apparel,18.23829079,-66.02120209,USCA,Dallas,Estados Unidos,205,9.1,0.07,129.99,-0.21,1,129.99,120.89,-25.75,US Center ,Texas,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day
DEBIT,6,4,24.75,75.0,Late delivery,1,24,Women's Apparel,Houston,EE. UU.,Charles,11376,Mason,Home Office,TX,6175 Golden Glade,77093.0,5,Golf,29.81939125,-95.26992035,Europe,Poole,Reino Unido,11376,25.0,0.25,50.0,0.33,2,100.0,75.0,24.75,Northern Europe,Inglaterra,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,3,4,25.0,199.99,Advance shipping,0,48,Water Sports,Indianapolis,EE. UU.,Amber,7000,Smith,Consumer,IN,1548 Cozy Pine Way,46226.0,7,Fan Shop,18.25650024,-86.45420837,Africa,Port Harcourt,Nigeria,7000,0.0,0.0,199.99,0.13,1,199.99,199.99,25.0,West Africa,Ríos,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,5,4,-1.39,106.59,Late delivery,1,18,Men's Footwear,Long Beach,EE. UU.,Mary,2502,Smith,Corporate,CA,7581 Cinder Link,90813.0,4,Apparel,33.78245163,-118.1922455,Europe,Torrevieja,España,2502,23.4,0.18,129.99,-0.01,1,129.99,106.59,-1.39,Southern Europe,Valenciana,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,1,16.32,60.46,Late delivery,1,13,Electronics,Caguas,Puerto Rico,Bruce,6491,Cruz,Home Office,PR,3169 Little Subdivision,725.0,3,Footwear,18.22026825,-66.37062836,LATAM,Huancayo,Perú,6491,3.52,0.06,31.99,0.27,2,63.98,60.46,16.32,South America,Junín,ON_HOLD,Under Armour Women's Ignite PIP VI Slide,31.99,First Class
CASH,1,0,-6.9,29.37,Late delivery,1,59,Books ,Caguas,Puerto Rico,Quyn,12536,Fuentes,Corporate,PR,4110 Silent Pointe ,725.0,8,Book Shop,18.27321625,-66.37059784,Europe,London,Reino Unido,12536,1.71,0.06,31.08,-0.24,1,31.08,29.37,-6.9,Northern Europe,Inglaterra,CLOSED,Sports Books ,31.08,Same Day
TRANSFER,2,4,-556.77,347.98,Advance shipping,0,45,Fishing,Carmichael,EE. UU.,Michael,7358,Simpson,Consumer,CA,7723 Lazy Mount,95608.0,7,Fan Shop,38.61899185,-121.3215637,Europe,Huelva,España,7358,52.0,0.13,399.98,-1.6,1,399.98,347.98,-556.77,Southern Europe,Andalucía,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,2,1,-16.83,49.79,Late delivery,1,17,Cleats,Caguas,Puerto Rico,James,5824,Smith,Corporate,PR,2248 Bright Way,725.0,4,Apparel,18.20789528,-66.37052918,Africa,Kinshasa,República Democrática del Congo,5824,10.2,0.17,59.99,-0.34,1,59.99,49.79,-16.83,Central Africa,Kinshasa,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,First Class
TRANSFER,4,4,0.0,379.98,Shipping on time,0,45,Fishing,Elgin,EE. UU.,Thomas,9005,Martin,Consumer,IL,1966 Broad Run,60120.0,7,Fan Shop,42.01670456,-88.26392365,Pacific Asia,Bishkek,Kirguistán,9005,20.0,0.05,399.98,0.0,1,399.98,379.98,0.0,Central Asia,Bishkek,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,3,4,16.74,223.16,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,5110,Smith,Home Office,PR,8719 Dewy Goose Via,725.0,4,Apparel,18.22671509,-66.37055969,Europe,Cachan,Francia,5110,16.8,0.07,59.99,0.08,4,239.96,223.16,16.74,Western Europe,Isla de Francia,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,6,4,6.86,24.49,Late delivery,1,40,Accessories,Las Vegas,EE. UU.,Gerald,2478,Smith,Corporate,NV,8460 Green Cloud Run,89103.0,6,Outdoors,36.11117935,-115.2110291,Europe,Birmingham,Reino Unido,2478,0.5,0.02,24.99,0.28,1,24.99,24.49,6.86,Northern Europe,Inglaterra,ON_HOLD,Team Golf St. Louis Cardinals Putter Grip,24.99,Standard Class
PAYMENT,5,2,80.96,175.99,Late delivery,1,48,Water Sports,College Station,EE. UU.,Mary,7836,Herman,Consumer,TX,9870 Little Hickory Loop,77840.0,7,Fan Shop,30.60759926,-96.31684876,Pacific Asia,Islamabad,Pakistán,7836,24.0,0.12,199.99,0.46,1,199.99,175.99,80.96,South Asia,Territorio de la Capital Federal,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Second Class
PAYMENT,2,1,74.21,148.42,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,Mary,4819,Porter,Corporate,PR,6575 Quiet Loop,725.0,3,Footwear,18.25610161,-66.3705368,LATAM,Guamúchil,México,4819,16.49,0.1,54.97,0.5,3,164.91,148.42,74.21,Central America,Sinaloa,PENDING_PAYMENT,Under Armour Women's Micro G Skulpt Running S,54.97,First Class
DEBIT,3,4,-138.57,79.18,Advance shipping,0,35,Golf Gloves,Winnetka,EE. UU.,Frances,3980,Smith,Consumer,CA,9890 Pleasant Highway,91306.0,6,Outdoors,34.20909119,-118.5710068,Pacific Asia,Banjarmasin,Indonesia,3980,0.8,0.01,39.99,-1.75,2,79.98,79.18,-138.57,Southeast Asia,Borneo Meridional,COMPLETE,Clicgear Rovic Cooler Bag,39.99,Standard Class
PAYMENT,2,4,8.0,199.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Roger,1334,Dunlap,Consumer,PR,8849 Shady Embers Villas,725.0,7,Fan Shop,18.23064995,-66.3706131,LATAM,Maracaibo,Venezuela,1334,0.0,0.0,199.99,0.04,1,199.99,199.99,8.0,South America,Zulia,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
CASH,6,4,2.13,42.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Jordan,5787,Medina,Home Office,PR,3880 Emerald Villas,725.0,5,Golf,18.21779251,-66.37062836,USCA,Chicago,Estados Unidos,5787,7.5,0.15,50.0,0.05,1,50.0,42.5,2.13,US Center ,Illinois,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
CASH,0,0,19.66,173.99,Shipping on time,0,48,Water Sports,Gilroy,EE. UU.,Mary,7266,Carpenter,Home Office,CA,1322 Cinder Hollow,95020.0,7,Fan Shop,37.01346207,-121.5961914,LATAM,Santa Cruz de la Sierra,Bolivia,7266,26.0,0.13,199.99,0.11,1,199.99,173.99,19.66,South America,Santa Cruz,CLOSED,Pelican Sunstream 100 Kayak,199.99,Same Day
TRANSFER,2,4,47.89,141.69,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,43,Herring,Corporate,PR,4575 Thunder Dale,725.0,7,Fan Shop,18.27657318,-66.03531647,Pacific Asia,Hyderabad,India,43,8.25,0.06,49.98,0.34,3,149.94,141.69,47.89,South Asia,Telangana,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,2,1,87.36,181.99,Late delivery,1,48,Water Sports,Rancho Cucamonga,EE. UU.,Brenda,6603,Gonzalez,Corporate,CA,5206 Foggy Pathway,91730.0,7,Fan Shop,34.15362549,-117.5797577,Europe,Garforth,Reino Unido,6603,18.0,0.09,199.99,0.48,1,199.99,181.99,87.36,Northern Europe,Inglaterra,COMPLETE,Pelican Sunstream 100 Kayak,199.99,First Class
DEBIT,3,4,127.39,363.98,Advance shipping,0,45,Fishing,Fresno,EE. UU.,George,974,Smith,Consumer,CA,7074 Crystal Parade,93727.0,7,Fan Shop,34.20995331,-118.4617996,Africa,Kigali,Ruanda,974,36.0,0.09,399.98,0.35,1,399.98,363.98,127.39,East Africa,Kigali,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
CASH,3,4,37.8,377.98,Advance shipping,0,45,Fishing,Endicott,EE. UU.,Gregory,10887,Frank,Corporate,NY,7832 Noble Front,13760.0,7,Fan Shop,42.0689621,-76.14187622,Pacific Asia,San Pedro,Filipinas,10887,22.0,0.06,399.98,0.1,1,399.98,377.98,37.8,Southeast Asia,Calabarzón,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,6,4,-113.19,68.6,Late delivery,1,26,Girls' Apparel,Rego Park,EE. UU.,Mary,3203,Bryan,Consumer,NY,4916 Honey Highlands,11374.0,5,Golf,40.73192978,-73.8688736,LATAM,Managua,Nicaragua,3203,1.4,0.02,70.0,-1.65,1,70.0,68.6,-113.19,Central America,Managua,PENDING_PAYMENT,adidas Youth Germany Black/Red Away Match Soc,70.0,Standard Class
CASH,4,4,-153.59,383.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,Mary,11836,Clayton,Consumer,PR,158 Golden Nook,725.0,7,Fan Shop,18.23101425,-66.3706131,LATAM,Tlaquepaque,México,11836,16.0,0.04,399.98,-0.4,1,399.98,383.98,-153.59,Central America,Jalisco,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,3,4,51.32,109.19,Advance shipping,0,18,Men's Footwear,Newburgh,EE. UU.,Mary,2429,Roberts,Home Office,NY,4791 Heather Cider Orchard,12550.0,4,Apparel,41.50205994,-74.01177216,Pacific Asia,Canberra,Australia,2429,20.8,0.16,129.99,0.47,1,129.99,109.19,51.32,Oceania,Territorio de la Capital Australiana,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,4,4,43.75,128.69,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,George,12026,Smith,Home Office,PR,3139 Gentle Rabbit Parade,725.0,4,Apparel,18.27412987,-66.3705368,Europe,Milan,Italia,12026,1.3,0.01,129.99,0.34,1,129.99,128.69,43.75,Southern Europe,Lombardía,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,5,4,56.44,115.18,Late delivery,1,17,Cleats,Jersey City,EE. UU.,Mary,5493,Cochran,Home Office,NJ,9332 Lazy Crescent,7305.0,4,Apparel,40.70602036,-74.08685303,Europe,Gelsenkirchen,Alemania,5493,4.8,0.04,59.99,0.49,2,119.98,115.18,56.44,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,5,2,53.94,185.99,Late delivery,1,48,Water Sports,Jackson,EE. UU.,Mary,2319,Holland,Corporate,MI,3601 Rustic Branch Gate,49201.0,7,Fan Shop,42.27891541,-84.46027374,LATAM,Monterrey,México,2319,14.0,0.07,199.99,0.29,1,199.99,185.99,53.94,Central America,Nuevo León,PENDING,Pelican Sunstream 100 Kayak,199.99,Second Class
CASH,4,4,159.34,331.97,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Mary,5560,Rodriguez,Corporate,PR,4687 Stony Goose Crossing,725.0,3,Footwear,18.21085548,-66.37063599,LATAM,Mixco,Guatemala,5560,67.99,0.17,99.99,0.48,4,399.96,331.97,159.34,Central America,Guatemala,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
CASH,2,4,83.15,296.98,Advance shipping,0,43,Camping & Hiking,Saginaw,EE. UU.,Juan,11503,Curry,Corporate,MI,4355 Gentle Abbey,48601.0,7,Fan Shop,43.36036682,-84.13088989,Pacific Asia,Jinjiang,China,11503,3.0,0.01,299.98,0.28,1,299.98,296.98,83.15,Eastern Asia,Fujian,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
